handle,name,platform,niche,followers,avg_engagement_rate,location,verified,fake_followers_pct,data_repaired_flag,recent_posts_sampled_sim,luxury_post_count_sim,jewelry_post_count_sim,fashion_apparel_post_count_sim,beauty_post_count_sim,lifestyle_post_count_sim,luxury_post_ratio_sim,jewelry_post_ratio_sim,fashion_apparel_post_ratio_sim,beauty_post_ratio_sim,lifestyle_post_ratio_sim,past_campaign_count_sim,past_luxury_campaign_count_sim,past_successful_campaign_count_sim,past_successful_luxury_campaign_count_sim,past_campaign_success_rate_sim,past_luxury_campaign_success_rate_sim,avg_campaign_roas_sim,avg_sales_uplift_pct_sim,avg_conversion_rate_pct_sim,simulated_campaign_success_target,synthetic_data_flag,synthetic_generation_version
@eduardperets,Ð­Ð´Ð¸?Ð¾Ð½ ?Ðµ?Ðµ?,youtube,lifestyle,5730000.0,50,,FALSE,0.0,0,20,7,0,9,7,7,0.35,0.0,0.45,0.35,0.35,10,3,7,2,0.7,0.6667,3.03,22.3,4.53,0,1,v1_deterministic
@esamsassa,Ø¹ØµØ§? ØµØ§ØµØ§ - Essam Saasa,youtube,lifestyle,5730000.0,50,,FALSE,0.0,0,20,8,3,10,4,16,0.4,0.15,0.5,0.2,0.8,3,1,3,1,1.0,1.0,4.24,31.26,5.3,0,1,v1_deterministic
@hublotbaggins,Hublot Baggins,youtube,comedy,5730000.0,50,,FALSE,0.0,0,20,1,0,1,0,5,0.05,0.0,0.05,0.0,0.25,4,0,3,0,0.75,0.0,3.27,23.45,4.44,0,1,v1_deterministic
@bibisbeautypalace,BibisBeautyPalace,youtube,beauty,5730000.0,50,,FALSE,0.0,0,20,9,2,7,14,8,0.45,0.1,0.35,0.7,0.4,6,2,5,1,0.8333,0.5,4.26,32.93,4.63,1,1,v1_deterministic
@srilankacricket,Sri Lanka Cricket,youtube,lifestyle,5720000.0,6.97,,FALSE,0.0,0,20,2,1,6,2,12,0.1,0.05,0.3,0.1,0.6,4,1,2,0,0.5,0.0,2.36,10.82,2.56,1,1,v1_deterministic
@tra.dang.904,TrÃ  Äáº·ng Official,youtube,lifestyle,5720000.0,50,,FALSE,0.0,0,20,4,3,4,4,10,0.2,0.15,0.2,0.2,0.5,7,3,3,2,0.4286,0.6667,2.46,13.72,3.09,0,1,v1_deterministic
@techbar,TechBar,youtube,tech,5720000.0,18.65,IN,FALSE,0.0,0,20,0,0,1,0,4,0.0,0.0,0.05,0.0,0.2,4,0,3,0,0.75,0.0,3.04,11.7,4.03,0,1,v1_deterministic
@eternallove025,Eternal Love,youtube,lifestyle,5720000.0,50,,FALSE,0.0,0,20,10,4,11,6,16,0.5,0.2,0.55,0.3,0.8,4,2,3,2,0.75,1.0,3.85,29.63,4.81,1,1,v1_deterministic
@zaynvevo,ZaynVEVO,youtube,music,5720000.0,50,,FALSE,0.0,0,20,5,2,6,4,6,0.25,0.1,0.3,0.2,0.3,14,4,8,3,0.5714,0.75,3.0,13.28,3.3,1,1,v1_deterministic
@archershaw,Archer Shaw,youtube,lifestyle,5710000.0,36.59,,FALSE,0.0,0,20,5,2,10,4,12,0.25,0.1,0.5,0.2,0.6,3,0,2,0,0.6667,0.0,3.1,17.49,3.94,1,1,v1_deterministic
@conangray,Conan Gray,youtube,lifestyle,5710000.0,50,,FALSE,0.0,0,20,9,5,5,8,16,0.45,0.25,0.25,0.4,0.8,6,2,3,2,0.5,1.0,2.89,19.18,3.67,1,1,v1_deterministic
@bensonboone,Benson Boone,youtube,lifestyle,5710000.0,50,,FALSE,0.0,0,20,9,2,6,7,14,0.45,0.1,0.3,0.35,0.7,7,4,4,3,0.5714,0.75,3.04,20.35,3.18,1,1,v1_deterministic
@mrsalmuddin12,MR SALMUDDIN,youtube,comedy,5710000.0,37.28,,FALSE,0.0,0,20,1,0,2,1,3,0.05,0.0,0.1,0.05,0.15,5,0,2,0,0.4,0.0,2.49,11.29,2.5,0,1,v1_deterministic
@harmonize255,Harmonize,youtube,music,5710000.0,25.63,,FALSE,0.0,0,20,4,1,3,3,7,0.2,0.05,0.15,0.15,0.35,5,0,2,0,0.4,0.0,2.76,7.94,2.26,0,1,v1_deterministic
@sakshammagic,Saksham Magic,youtube,lifestyle,5710000.0,46.91,,FALSE,0.0,0,20,4,1,11,5,17,0.2,0.05,0.55,0.25,0.85,9,3,5,2,0.5556,0.6667,2.79,18.69,3.72,1,1,v1_deterministic
@popcorn,Popcorn,youtube,gaming,5700000.0,7.91,,FALSE,0.0,0,20,5,1,4,0,5,0.25,0.05,0.2,0.0,0.25,6,1,1,1,0.1667,1.0,1.42,4.55,1.81,0,1,v1_deterministic
@lilbaby,Lil Baby,tiktok,lifestyle,5700000.0,7.53,,TRUE,0.0,0,40,9,3,15,10,27,0.225,0.075,0.375,0.25,0.675,14,3,4,2,0.2857,0.6667,2.06,13.6,2.51,0,1,v1_deterministic
@eliseecklund,Elise Ecklund,youtube,music,5700000.0,35.95,,FALSE,0.0,0,20,3,2,5,1,5,0.15,0.1,0.25,0.05,0.25,7,1,4,1,0.5714,1.0,2.9,21.73,3.5,0,1,v1_deterministic
@cutegirlshairstyles,Mindy McKnight,youtube,fashion,5700000.0,17.64,,FALSE,0.0,0,20,7,3,11,2,7,0.35,0.15,0.55,0.1,0.35,10,4,6,2,0.6,0.5,3.27,14.49,2.85,1,1,v1_deterministic
@meganskiendiel,Megan Skiendiel,tiktok,lifestyle,5700000.0,50,,FALSE,0.0,0,40,16,6,16,13,26,0.4,0.15,0.4,0.325,0.65,3,2,2,1,0.6667,0.5,3.46,21.07,4.21,0,1,v1_deterministic
@hihokids,HiHo Kids,youtube,lifestyle,5700000.0,50,,FALSE,0.0,0,20,7,2,10,7,14,0.35,0.1,0.5,0.35,0.7,4,2,2,2,0.5,1.0,2.49,17.61,2.94,1,1,v1_deterministic
@philfoden,Phil Foden,tiktok,lifestyle,5700000.0,8.45,,TRUE,0.0,0,40,10,6,14,13,24,0.25,0.15,0.35,0.325,0.6,5,1,2,1,0.4,1.0,2.26,8.35,2.26,0,1,v1_deterministic
@dnevnik_hacha,??????? Ð¥?Ð§?,youtube,lifestyle,5690000.0,24.4,,FALSE,0.0,0,20,4,2,6,7,15,0.2,0.1,0.3,0.35,0.75,7,2,2,2,0.2857,1.0,2.54,12.35,2.89,1,1,v1_deterministic
@harshrajputofficial,Harsh Rajput,youtube,comedy,5690000.0,50,,FALSE,0.0,0,20,1,1,3,1,7,0.05,0.05,0.15,0.05,0.35,7,2,2,1,0.2857,0.5,1.89,14.33,2.61,0,1,v1_deterministic
@momandkidscreativity,Mom and Kids Creativity,youtube,gaming,5690000.0,50,,FALSE,0.0,0,20,1,1,3,0,5,0.05,0.05,0.15,0.0,0.25,8,1,4,1,0.5,1.0,2.76,13.14,3.71,1,1,v1_deterministic
@goturkiye,Go TÃ¼rkiye,youtube,beauty,5690000.0,41.18,,FALSE,0.0,0,20,1,4,7,14,9,0.05,0.2,0.35,0.7,0.45,6,2,3,1,0.5,0.5,2.82,19.56,2.86,0,1,v1_deterministic
@shafar_sjc,Shafar_sjc,youtube,lifestyle,5680000.0,18.45,,FALSE,0.0,0,20,6,4,6,7,11,0.3,0.2,0.3,0.35,0.55,10,4,6,2,0.6,0.5,3.14,15.83,3.35,0,1,v1_deterministic
@loserfruit,Loserfruit,youtube,lifestyle,5680000.0,20.17,,FALSE,0.0,0,20,10,2,4,3,15,0.5,0.1,0.2,0.15,0.75,7,2,5,1,0.7143,0.5,3.34,26.81,4.14,0,1,v1_deterministic
@dilraju,Dil Raju,youtube,lifestyle,5680000.0,21.98,,FALSE,0.0,0,20,6,2,5,4,16,0.3,0.1,0.25,0.2,0.8,3,1,3,0,1.0,0.0,4.43,25.37,5.16,0,1,v1_deterministic
@brailleskateboarding,Braille Skateboarding,youtube,education,5680000.0,5.31,,FALSE,0.0,0,20,0,0,0,1,5,0.0,0.0,0.0,0.05,0.25,3,0,0,0,0.0,0.0,0.91,4.09,0.87,0,1,v1_deterministic
@kittgaming,Kitt Gaming,youtube,gaming,5680000.0,17.92,,FALSE,0.0,0,20,0,0,2,0,3,0.0,0.0,0.1,0.0,0.15,3,0,1,0,0.3333,0.0,2.3,13.55,2.99,1,1,v1_deterministic
@saskiasdansschool,Saskia's Dansschool,youtube,fitness,5680000.0,50,,FALSE,0.0,0,20,0,1,9,0,7,0.0,0.05,0.45,0.0,0.35,4,0,1,0,0.25,0.0,1.7,4.71,2.61,1,1,v1_deterministic
@maneskinofficial,MÃ¥neskin Official,youtube,lifestyle,5680000.0,50,,FALSE,0.0,0,20,4,1,7,5,10,0.2,0.05,0.35,0.25,0.5,6,2,3,1,0.5,0.5,2.96,11.59,3.93,1,1,v1_deterministic
@hindikahaniyafunnycomedyst4683,Hindi Kahaniya Funny Comedy Stories,youtube,comedy,5680000.0,50,,FALSE,0.0,0,20,0,0,0,0,6,0.0,0.0,0.0,0.0,0.3,5,0,1,0,0.2,0.0,1.61,3.56,2.78,0,1,v1_deterministic
@stresmen,Stresmen,youtube,lifestyle,5680000.0,16.61,,FALSE,0.0,0,20,10,3,11,6,13,0.5,0.15,0.55,0.3,0.65,10,7,4,4,0.4,0.5714,2.78,14.3,2.66,0,1,v1_deterministic
@gaanefilmi,Gaane Filmi,youtube,lifestyle,5680000.0,35.04,,FALSE,0.0,0,20,6,3,8,5,16,0.3,0.15,0.4,0.25,0.8,6,1,2,1,0.3333,1.0,2.4,11.95,2.65,1,1,v1_deterministic
@souravdasvlogs5548,Sourav Das,youtube,lifestyle,5670000.0,50,IN,FALSE,0.0,0,20,5,3,8,2,13,0.25,0.15,0.4,0.1,0.65,4,2,2,2,0.5,1.0,2.63,18.97,3.65,1,1,v1_deterministic
@inteligencialtda,InteligÃªncia Ltda,youtube,lifestyle,5670000.0,4.88,,FALSE,0.0,0,20,4,2,4,4,12,0.2,0.1,0.2,0.2,0.6,7,1,2,1,0.2857,1.0,1.82,11.54,1.76,0,1,v1_deterministic
@ishanllb,ISHAN LLB,youtube,lifestyle,5670000.0,15.64,,FALSE,0.0,0,20,6,2,6,5,17,0.3,0.1,0.3,0.25,0.85,7,2,3,2,0.4286,1.0,2.75,16.81,2.72,0,1,v1_deterministic
@ntmcinemas,NTM Cinemas,youtube,music,5670000.0,7.19,,FALSE,0.0,0,20,6,1,7,0,6,0.3,0.05,0.35,0.0,0.3,3,1,0,0,0.0,0.0,0.45,8.53,0.85,0,1,v1_deterministic
@corinnakopf,corinna kopf,instagram,lifestyle,5664068.0,5.93,,FALSE,0.0,0,30,7,3,14,4,18,0.2333,0.1,0.4667,0.1333,0.6,4,0,3,0,0.75,0.0,3.17,19.83,3.64,1,1,v1_deterministic
@tipsjhankar,Tips Jhankar Gaane,youtube,music,5660000.0,36.35,,FALSE,0.0,0,20,2,1,5,4,0,0.1,0.05,0.25,0.2,0.0,10,3,5,1,0.5,0.3333,2.42,14.17,3.27,0,1,v1_deterministic
@asmobile,AS Mobile,youtube,lifestyle,5660000.0,10.84,,FALSE,0.0,0,20,1,1,7,4,14,0.05,0.05,0.35,0.2,0.7,9,0,5,0,0.5556,0.0,2.7,19.7,2.71,1,1,v1_deterministic
@nikkuvlogz,NIkku Vlogz,youtube,travel,5660000.0,50,,FALSE,0.0,0,20,3,0,3,2,10,0.15,0.0,0.15,0.1,0.5,5,1,3,1,0.6,1.0,3.04,17.22,3.77,1,1,v1_deterministic
@fridaytv,Ð¢ÐµÐ»ÐµÐºÐ°Ð½Ð°Ð» ?Ð¯Ð¢??Ð¦?,youtube,lifestyle,5660000.0,21.96,,FALSE,0.0,0,20,5,1,8,3,13,0.25,0.05,0.4,0.15,0.65,9,4,8,4,0.8889,1.0,4.1,24.02,4.14,1,1,v1_deterministic
@amazonmxplayer,Amazon MX Player,youtube,lifestyle,5660000.0,3.99,,FALSE,0.0,0,20,8,3,7,7,13,0.4,0.15,0.35,0.35,0.65,3,0,2,0,0.6667,0.0,2.61,17.47,2.66,0,1,v1_deterministic
@officialsv2,SV2,youtube,lifestyle,5650000.0,40.85,,FALSE,0.0,0,20,5,1,14,3,11,0.25,0.05,0.7,0.15,0.55,8,2,4,1,0.5,0.5,2.77,23.29,3.32,1,1,v1_deterministic
@jarvisss,Jarvis,youtube,lifestyle,5650000.0,38.61,,FALSE,0.0,0,20,5,2,8,7,13,0.25,0.1,0.4,0.35,0.65,3,1,1,0,0.3333,0.0,2.63,11.54,3.11,1,1,v1_deterministic
@princeroycevevo,PrinceRoyceVEVO,youtube,music,5650000.0,50,,FALSE,0.0,0,20,5,5,10,2,4,0.25,0.25,0.5,0.1,0.2,3,1,1,0,0.3333,0.0,2.84,17.81,3.37,0,1,v1_deterministic
@yes_neo,Yes! Neo ??Kids Songs and Cartoons,youtube,travel,5650000.0,50,,FALSE,0.0,0,20,2,0,1,2,9,0.1,0.0,0.05,0.1,0.45,5,1,3,0,0.6,0.0,2.71,16.3,3.69,1,1,v1_deterministic
@ildarauto,??Ð¬??? ??Ð¢?-??????,youtube,lifestyle,5650000.0,50,,FALSE,0.0,0,20,10,6,8,5,15,0.5,0.3,0.4,0.25,0.75,12,5,5,5,0.4167,1.0,2.77,16.68,2.91,0,1,v1_deterministic
@comedysujanvlog,Comedy sujan Vlog,youtube,comedy,5650000.0,18.07,,FALSE,0.0,0,20,0,0,2,0,3,0.0,0.0,0.1,0.0,0.15,5,0,3,0,0.6,0.0,2.93,11.53,3.26,1,1,v1_deterministic
@puravjha_,Purav Jha,youtube,business,5640000.0,50,,FALSE,0.0,0,20,0,0,0,0,3,0.0,0.0,0.0,0.0,0.15,5,0,2,0,0.4,0.0,2.61,9.93,2.63,0,1,v1_deterministic
@semkav,Semyon Rezchikov,youtube,lifestyle,5640000.0,50,,FALSE,0.0,0,20,5,1,4,8,15,0.25,0.05,0.2,0.4,0.75,9,2,3,1,0.3333,0.5,2.03,17.94,2.58,0,1,v1_deterministic
@mariahandbill,Mariah and Bill,youtube,lifestyle,5640000.0,31.12,,FALSE,0.0,0,20,5,1,7,6,14,0.25,0.05,0.35,0.3,0.7,9,2,7,2,0.7778,1.0,3.54,23.99,4.71,0,1,v1_deterministic
@autumnnmonique,Autumn Monique,youtube,fashion,5640000.0,45.26,,FALSE,0.0,0,20,7,3,13,2,7,0.35,0.15,0.65,0.1,0.35,6,3,4,2,0.6667,0.6667,3.35,19.82,3.95,0,1,v1_deterministic
@officialgrahamnorton,The Graham Norton Show,youtube,lifestyle,5640000.0,32.6,,FALSE,0.0,0,20,5,0,9,7,13,0.25,0.0,0.45,0.35,0.65,7,1,4,1,0.5714,1.0,3.55,11.67,4.02,1,1,v1_deterministic
@hillsongunited,Hillsong UNITED,youtube,music,5640000.0,50,,FALSE,0.0,0,20,3,4,4,3,3,0.15,0.2,0.2,0.15,0.15,11,1,5,0,0.4545,0.0,2.62,12.09,3.07,0,1,v1_deterministic
@jlaservideo,JLaservideo,youtube,education,5630000.0,49.7,,FALSE,0.0,0,20,0,0,2,1,4,0.0,0.0,0.1,0.05,0.2,7,1,4,0,0.5714,0.0,2.75,18.84,3.72,0,1,v1_deterministic
@primzofficial,Primz,youtube,music,5630000.0,50,,FALSE,0.0,0,20,6,3,6,3,6,0.3,0.15,0.3,0.15,0.3,5,1,1,1,0.2,1.0,2.6,11.13,2.41,1,1,v1_deterministic
@angelmoviessubtitle,Bengali Movies with English Subtitle,youtube,lifestyle,5630000.0,6.69,,FALSE,0.0,0,20,6,0,8,5,12,0.3,0.0,0.4,0.25,0.6,2,2,1,1,0.5,0.5,2.38,18.0,2.63,1,1,v1_deterministic
@jcs,JCS - Criminal Psychology,youtube,lifestyle,5630000.0,50,,FALSE,0.0,0,20,7,1,11,6,15,0.35,0.05,0.55,0.3,0.75,11,5,6,5,0.5455,1.0,2.8,20.57,3.36,1,1,v1_deterministic
@souravnaryal0017,Sourav Naryal,youtube,lifestyle,5630000.0,4.88,,FALSE,0.0,0,20,5,5,7,4,17,0.25,0.25,0.35,0.2,0.85,5,2,3,2,0.6,1.0,2.86,18.63,2.94,0,1,v1_deterministic
@kurtisconner,Kurtis Conner,youtube,lifestyle,5630000.0,50,,FALSE,0.0,0,20,10,1,9,5,14,0.5,0.05,0.45,0.25,0.7,6,6,3,6,0.5,1.0,3.1,18.02,3.43,0,1,v1_deterministic
@nct127,NCT 127,youtube,lifestyle,5630000.0,27.64,,FALSE,0.0,0,20,6,4,7,6,14,0.3,0.2,0.35,0.3,0.7,13,5,7,4,0.5385,0.8,2.73,14.37,3.64,1,1,v1_deterministic
@kumarvishwas,Kumar Vishwas,youtube,lifestyle,5620000.0,20.06,,FALSE,0.0,0,20,7,1,6,5,16,0.35,0.05,0.3,0.25,0.8,9,3,5,2,0.5556,0.6667,3.39,19.38,3.33,1,1,v1_deterministic
@samsungindia,Samsung India,youtube,fashion,5620000.0,25.34,,FALSE,0.0,0,20,12,1,13,3,4,0.6,0.05,0.65,0.15,0.2,7,3,7,2,1.0,0.6667,4.52,34.4,5.43,1,1,v1_deterministic
@vinemontanatv,Ridddle,youtube,lifestyle,5620000.0,26.49,,FALSE,0.0,0,20,7,1,12,4,14,0.35,0.05,0.6,0.2,0.7,6,1,5,0,0.8333,0.0,3.85,23.88,4.55,0,1,v1_deterministic
@fedegames7,FedeGames,youtube,gaming,5620000.0,50,,FALSE,0.0,0,20,1,0,0,0,4,0.05,0.0,0.0,0.0,0.2,8,1,3,0,0.375,0.0,2.15,16.91,3.04,0,1,v1_deterministic
@superkevintran,Kevin Tran ?ç§ä¼,youtube,lifestyle,5620000,46.58,,FALSE,0,1,20,3,1,7,5,15,0.15,0.05,0.35,0.25,0.75,5,3,0,1,0.0,0.3333,1.92,1.1,1.7,0,1,v1_deterministic
@alexaiono,Alex Aiono,youtube,music,5620000.0,50,,FALSE,0.0,0,20,5,1,3,2,4,0.25,0.05,0.15,0.1,0.2,4,0,3,0,0.75,0.0,3.47,27.84,4.14,1,1,v1_deterministic
@kanalmult,??Ð»??,youtube,lifestyle,5610000.0,33.61,,FALSE,0.0,0,20,2,2,4,4,12,0.1,0.1,0.2,0.2,0.6,3,1,2,1,0.6667,1.0,2.98,21.31,4.13,0,1,v1_deterministic
@essenrecipes,Essen Recipes,youtube,food,5610000.0,33.68,,FALSE,0.0,0,20,4,0,1,1,5,0.2,0.0,0.05,0.05,0.25,6,1,3,0,0.5,0.0,3.12,15.88,3.79,0,1,v1_deterministic
@billysamuel,Billy Samuel,youtube,lifestyle,5600000.0,40.07,,FALSE,0.0,0,20,4,2,9,6,13,0.2,0.1,0.45,0.3,0.65,6,1,5,1,0.8333,1.0,3.26,22.09,4.84,1,1,v1_deterministic
@syifahadjuuuuuuu,Syifa Hadju,tiktok,lifestyle,5600000.0,10.82,,FALSE,0.0,0,40,10,5,15,11,29,0.25,0.125,0.375,0.275,0.725,5,0,3,0,0.6,0.0,3.2,15.67,3.28,1,1,v1_deterministic
@meshwafilm,Meshwa Films,youtube,music,5600000.0,25.42,,FALSE,0.0,0,20,4,1,6,5,5,0.2,0.05,0.3,0.25,0.25,6,1,3,1,0.5,1.0,2.72,18.93,3.1,0,1,v1_deterministic
@tictactoy,Tic Tac Toy,youtube,lifestyle,5600000.0,50,,FALSE,0.0,0,20,3,0,9,5,16,0.15,0.0,0.45,0.25,0.8,7,1,3,1,0.4286,1.0,2.64,18.32,3.44,0,1,v1_deterministic
@satisfyingshorts.official,Satisfying Shorts,youtube,beauty,5600000.0,16.1,,FALSE,0.0,0,20,5,2,7,13,10,0.25,0.1,0.35,0.65,0.5,8,1,3,0,0.375,0.0,2.37,11.55,2.54,0,1,v1_deterministic
@mfbfacts,MFB FACTS,youtube,lifestyle,5600000.0,6.28,,FALSE,0.0,0,20,4,1,6,3,15,0.2,0.05,0.3,0.15,0.75,7,1,4,0,0.5714,0.0,2.5,19.85,2.65,0,1,v1_deterministic
@victoriajustice,Victoria Justice,tiktok,lifestyle,5600000.0,5.84,,TRUE,0.0,0,40,10,5,13,16,27,0.25,0.125,0.325,0.4,0.675,3,3,1,3,0.3333,1.0,2.03,10.33,1.68,0,1,v1_deterministic
@cncovevo,CNCOVEVO,youtube,lifestyle,5600000.0,50,,FALSE,0.0,0,20,4,5,4,7,13,0.2,0.25,0.2,0.35,0.65,6,1,2,0,0.3333,0.0,2.48,10.8,2.81,0,1,v1_deterministic
@hellfrozen9971,HellFrozen,youtube,business,5600000.0,18.11,,FALSE,0.0,0,20,1,0,0,0,2,0.05,0.0,0.0,0.0,0.1,6,1,4,1,0.6667,1.0,3.23,9.53,3.4,0,1,v1_deterministic
@gugafoods,Guga Foods,youtube,fashion,5590000.0,32.36,,FALSE,0.0,0,20,12,5,11,7,5,0.6,0.25,0.55,0.35,0.25,7,4,7,3,1.0,0.75,4.44,33.93,5.63,0,1,v1_deterministic
@dagar-minecraft,Dagar,youtube,lifestyle,5590000.0,50,,FALSE,0.0,0,20,7,0,12,3,15,0.35,0.0,0.6,0.15,0.75,8,6,3,4,0.375,0.6667,2.11,8.39,2.63,1,1,v1_deterministic
@celsoportiollioficial,Celso Portiolli,youtube,lifestyle,5580000.0,16.81,,FALSE,0.0,0,20,6,1,8,2,10,0.3,0.05,0.4,0.1,0.5,5,1,1,0,0.2,0.0,2.07,8.78,1.86,1,1,v1_deterministic
@blackgryph0n,Black Gryph0n,youtube,music,5580000.0,50,,FALSE,0.0,0,20,4,1,5,4,7,0.2,0.05,0.25,0.2,0.35,4,2,0,2,0.0,1.0,1.08,5.89,1.48,0,1,v1_deterministic
@indianfoodiesmullashaheen,Indian Foodies,youtube,fashion,5580000.0,7.43,,FALSE,0.0,0,20,9,2,17,9,10,0.45,0.1,0.85,0.45,0.5,5,3,1,2,0.2,0.6667,1.76,16.39,1.1,1,1,v1_deterministic
@tuckercarlson,Tucker Carlson,youtube,lifestyle,5580000.0,13.25,,FALSE,0.0,0,20,7,1,7,9,14,0.35,0.05,0.35,0.45,0.7,4,3,3,1,0.75,0.3333,3.38,28.58,3.94,1,1,v1_deterministic
@megandnancy,Meg and Nancy - Learn and Play!,youtube,education,5570000.0,50,,FALSE,0.0,0,20,0,0,0,1,4,0.0,0.0,0.0,0.05,0.2,4,0,1,0,0.25,0.0,1.89,0.15,2.47,0,1,v1_deterministic
@rickbeato,Rick Beato,youtube,music,5570000.0,15.09,,FALSE,0.0,0,20,6,1,5,7,4,0.3,0.05,0.25,0.35,0.2,2,0,0,0,0.0,0.0,1.53,5.57,1.66,0,1,v1_deterministic
@nickinicoleok,nicki nicole,youtube,lifestyle,5570000.0,50,,FALSE,0.0,0,20,9,4,10,1,11,0.45,0.2,0.5,0.05,0.55,8,3,5,3,0.625,1.0,2.91,16.79,4.2,1,1,v1_deterministic
@neyo,NE-YO,youtube,lifestyle,5560000.0,50,,FALSE,0.0,0,20,6,2,7,8,13,0.3,0.1,0.35,0.4,0.65,9,1,4,0,0.4444,0.0,2.43,17.77,2.42,1,1,v1_deterministic
@nilanjanadharshorts,Nilanjana Dhar Shorts,youtube,business,5560000.0,50,,FALSE,0.0,0,20,2,0,2,0,2,0.1,0.0,0.1,0.0,0.1,10,1,7,1,0.7,1.0,3.93,19.39,3.43,1,1,v1_deterministic
@parulvermavlogs,Parul Verma vlogs,youtube,lifestyle,5560000.0,27.51,,FALSE,0.0,0,20,3,0,4,5,11,0.15,0.0,0.2,0.25,0.55,15,0,10,0,0.6667,0.0,3.31,21.16,3.84,0,1,v1_deterministic
@ididathing,I did a thing,youtube,lifestyle,5560000.0,50,,FALSE,0.0,0,20,9,4,9,7,15,0.45,0.2,0.45,0.35,0.75,6,1,3,0,0.5,0.0,2.94,20.94,3.46,1,1,v1_deterministic
@ooo0eve0ooo,Eve,youtube,lifestyle,5560000.0,50,,FALSE,0.0,0,20,7,1,4,4,19,0.35,0.05,0.2,0.2,0.95,7,3,6,2,0.8571,0.6667,3.27,26.02,4.17,1,1,v1_deterministic
@chuchutvstorytime,ChuChuTV Storytime for Kids,youtube,education,5560000.0,50,,FALSE,0.0,0,20,1,0,2,0,5,0.05,0.0,0.1,0.0,0.25,7,0,4,0,0.5714,0.0,3.17,12.42,3.65,0,1,v1_deterministic
@jhankarmusic,Jhankar Music,youtube,music,5560000.0,9.1,,FALSE,0.0,0,20,3,4,6,4,5,0.15,0.2,0.3,0.2,0.25,11,2,3,1,0.2727,0.5,2.12,13.82,2.15,0,1,v1_deterministic
@football-shorts072,Football Team,youtube,comedy,5560000.0,8.37,,FALSE,0.0,0,20,1,0,1,0,4,0.05,0.0,0.05,0.0,0.2,7,0,2,0,0.2857,0.0,1.81,10.89,2.45,0,1,v1_deterministic
@rockykanaka,Rocky Kanaka,youtube,lifestyle,5560000.0,30.05,,FALSE,0.0,0,20,9,6,11,2,18,0.45,0.3,0.55,0.1,0.9,7,6,5,5,0.7143,0.8333,3.79,20.93,4.42,1,1,v1_deterministic
@irelandboysproductions,Ireland Boys Productions,youtube,food,5560000.0,30.92,,FALSE,0.0,0,20,0,0,1,1,6,0.0,0.0,0.05,0.05,0.3,7,1,4,0,0.5714,0.0,2.96,16.03,3.16,0,1,v1_deterministic
@rankersgurukullive,RANKERS GURUKUL,youtube,lifestyle,5560000.0,2.32,,FALSE,0.0,0,20,7,3,8,2,15,0.35,0.15,0.4,0.1,0.75,5,1,1,1,0.2,1.0,1.37,7.17,1.42,1,1,v1_deterministic
@mohammedassaf89,Mohammed Assaf,instagram,business,5559023.0,0.27,,FALSE,0.0,0,30,8,1,9,2,8,0.2667,0.0333,0.3,0.0667,0.2667,5,0,0,0,0.0,0.0,0.68,0.54,0.99,0,1,v1_deterministic
@redvelvet,Red Velvet,youtube,lifestyle,5550000.0,50,,FALSE,0.0,0,20,7,2,10,2,12,0.35,0.1,0.5,0.1,0.6,9,1,6,1,0.6667,1.0,3.73,27.04,4.27,1,1,v1_deterministic
@factzaqofficial,Factz AQ Official,youtube,lifestyle,5550000.0,33.28,,FALSE,0.0,0,20,3,2,4,5,15,0.15,0.1,0.2,0.25,0.75,6,1,3,0,0.5,0.0,2.87,13.72,3.03,0,1,v1_deterministic
@justameerah,Just Ameerah,youtube,lifestyle,5550000.0,27.54,,FALSE,0.0,0,20,5,0,7,2,12,0.25,0.0,0.35,0.1,0.6,6,0,3,0,0.5,0.0,2.75,17.85,3.33,0,1,v1_deterministic
@funcaboodle,Fun Caboodle,youtube,lifestyle,5550000.0,50,,FALSE,0.0,0,20,8,4,7,5,13,0.4,0.2,0.35,0.25,0.65,7,3,1,1,0.1429,0.3333,2.02,17.98,1.46,0,1,v1_deterministic
@ohaadiyorum,OHA diyorum!,youtube,lifestyle,5550000.0,24.28,,FALSE,0.0,0,20,1,0,7,6,16,0.05,0.0,0.35,0.3,0.8,8,1,1,0,0.125,0.0,1.81,12.46,2.19,0,1,v1_deterministic
@mytruecrimenews,True Crime News,youtube,finance,5550000.0,11.39,,FALSE,0.0,0,20,1,1,2,0,6,0.05,0.05,0.1,0.0,0.3,4,0,1,0,0.25,0.0,1.87,4.07,1.47,1,1,v1_deterministic
@scorpions,Scorpions,youtube,lifestyle,5550000.0,50,,FALSE,0.0,0,20,7,2,8,8,15,0.35,0.1,0.4,0.4,0.75,4,1,2,0,0.5,0.0,2.92,20.51,4.34,0,1,v1_deterministic
@nengoflow,Nengo Flow,youtube,lifestyle,5550000.0,50,,FALSE,0.0,0,20,8,4,9,4,12,0.4,0.2,0.45,0.2,0.6,11,5,8,2,0.7273,0.4,3.25,25.9,4.0,0,1,v1_deterministic
@arsyla_mr,Arsyla Mahestri Rahayu,youtube,lifestyle,5550000.0,50,,FALSE,0.0,0,20,2,2,5,6,13,0.1,0.1,0.25,0.3,0.65,7,1,6,1,0.8571,1.0,3.69,22.95,4.67,1,1,v1_deterministic
